company,category,size,title,level,city,url,updated,filename
KMS Lighthouse,Productivity,m,Support Engineer,Representative,פתח תקווה,https://www.comeet.com/jobs/kmslh/97.008/support-engineer/AF.649?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Global-e,Productivity,l,Customer Service Agent,Representative,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/customer-service-agent/96.A4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Shopic,E-commerce & Retail,m,Store Success Manager- Temporary position (Germany& Israel),Representative,תל אביב - יפו,https://www.comeet.com/jobs/shopic/E6.002/store-success-manager--temporary-position-germany-israel/1E.449?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Kaltura,Digital Media,l,Customer Engagement Success Manager and Technical Trainer,Representative,בני ברק,https://www.comeet.com/jobs/kaltura/E2.00D/customer-engagement-success-manager-and-technical-trainer/3F.B41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Windward,Automotive,m,Customer Success Manager - Silver Accounts,Representative,תל אביב - יפו,https://www.comeet.com/jobs/windward/31.002/customer-success-manager---silver-accounts/60.C4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
LSports,Digital Media,m,Customer Success Manager,Representative,אשקלון,https://www.comeet.com/jobs/lsports/26.002/customer-success-manager/AA.847?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Moon Active,Gaming,l,Technical Support Engineer (Tier 3),Representative,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/technical-support-engineer-tier-3/7D.E1E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Cyberbit,Cybersecurity,l,Customer Success Operation Manager,Manager,רעננה,https://www.comeet.com/jobs/Cyberbit/C3.00E/customer-success-operation-manager/E7.A41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Aidoc,Health,l,Customer Support Specialist (Technical),Representative,תל אביב - יפו,https://www.comeet.com/jobs/Aidoc/B4.007/customer-support-specialist-technical/9A.847?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/support.csv
Rapyd Financial Network,Fintech,l,Help Desk Specialist - Student Position,Student,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/help-desk-specialist---student-position/95.148?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Rapyd Financial Network,Fintech,l,Partner Support Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/partner-support-specialist/D1.94D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
WSC Sports Technologies,Digital Media,l,Customer Support Specialist,Representative,רמת גן,https://www.comeet.com/jobs/wsc-sports/93.007/customer-support-specialist/7F.94D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
WSC Sports Technologies,Digital Media,l,IT Helpdesk,Representative,רמת גן,https://www.comeet.com/jobs/wsc-sports/93.007/it-helpdesk/2E.743?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
WSC Sports Technologies,Digital Media,l,New Verticals Support Specialist,Representative,רמת גן,https://www.comeet.com/jobs/wsc-sports/93.007/new-verticals-support-specialist/25.943?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Moon Active,Gaming,l,Customer Support Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/customer-support-specialist/A0.F0E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Moon Active,Gaming,l,Customer Support Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/customer-support-team-lead/E9.531?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Claroty,Cybersecurity,l,Helpdesk & IT operations Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/Claroty/F2.004/helpdesk--it-operations-team-lead/C6.B4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Moon Active,Gaming,l,Support Knowledge Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/support-knowledge-team-lead/36.74A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Pentera,Cybersecurity,l,Technical Support Engineer - Tier 3,Representative,פתח תקווה,https://www.comeet.com/jobs/pentera/C5.00D/technical-support-engineer---tier-3/7D.344?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
DealHub,Productivity,l,Junior Customer Support Engineer,Representative,חולון,https://www.comeet.com/jobs/dealhub/86.005/junior-customer-support-engineer/49.A4B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Silverfort,Cybersecurity,l,Director of Customer Success - EMEA,Executive,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/director-of-customer-success---emea/EB.64E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
IONIX,Cybersecurity,m,Technical Customer Success Manager,Representative,תל אביב - יפו,https://www.comeet.com/jobs/ionix/08.003/technical-customer-success-manager/35.A45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Aidoc,Health,l,Technical Support Engineer,Representative,תל אביב - יפו,https://www.comeet.com/jobs/Aidoc/B4.007/technical-support-engineer/13.C46?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Cognyte,Cybersecurity,l,Customer Success Manager,Representative,הרצליה,https://www.comeet.com/jobs/cognyte/F2.009/customer-success-manager/90.847?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Kaltura,Digital Media,l,Technical Support Team Lead,Manager,בני ברק,https://il.linkedin.com/jobs/view/technical-support-team-lead-at-kaltura-4050950420?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
monday.com,Productivity,l,Customer Experience Advocate,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-experience-advocate-at-monday-com-4055539224?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Nexar,Automotive,m,IT Support Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/it-support-specialist-at-nexar-inc-4054957682?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Pontera,Fintech,l,Tier 3 Support Engineer,Representative,הרצליה,https://il.linkedin.com/jobs/view/tier-3-support-engineer-at-pontera-4056013600?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Nuvoton,Semiconductors,l,Security Engineering Support and Development,Representative,הרצליה,https://il.linkedin.com/jobs/view/security-engineering-support-and-development-at-nuvoton-technology-israel-ltd-4050650949?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/support.csv
Gett,Automotive,l,GettTogether customer representative,Representative,פתח תקווה,https://www.comeet.com/jobs/gett/A0.002/getttogether-customer-representative/B3.C4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
NextSilicon,Semiconductors,l,IT Helpdesk Technician,Representative,גבעתיים,https://www.comeet.com/jobs/nextsilicon/18.007/it-helpdesk-technician/FF.C31?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Ceragon Networks,Telecommunications,l,Global NRO and customer experience manager,Manager,ראש העין,https://www.comeet.com/jobs/Ceragon/D3.003/global-nro-and-customer-experience-manager/4E.64A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Rapyd Financial Network,Fintech,l,Customer Onboarding Manager,Manager,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/customer-onboarding-manager/EA.54E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Rapyd Financial Network,Fintech,l,Customer Support Specialist - Student Position,Student,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/customer-support-specialist---student-position/6E.636?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Driivz,Automotive,m,Technical Support Engineer,Representative,הוד השרון,https://www.comeet.com/jobs/driivz/C4.00B/technical-support-engineer/1D.749?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
BioCatch,Cybersecurity,l,Technical Support Specialist-Student Position,Student,תל אביב - יפו,https://www.comeet.com/jobs/biocatch/03.00E/technical-support-specialist-student-position/73.A4C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Fly Money,Fintech,xs,Customer Care Professional,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-care-professional-at-fly-money-3998424830?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Applause,Productivity,l,Customer Success Manager (m/f/x),Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-success-manager-m-f-x-at-applause-4054445169?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Armis,Cybersecurity,l,Customer Engagement Manager EMEA,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-engagement-manager-emea-at-armis-4055781053?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Loox,AdTech,m,Customer Support Engineer,Representative,רמת גן,https://il.linkedin.com/jobs/view/customer-support-engineer-at-loox-4053798920?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
Mobileye,Automotive,l,Customer Support and Backoffice,Representative,ירושלים,https://il.linkedin.com/jobs/view/customer-support-and-backoffice-at-mobileye-4036507341?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/support.csv
SolarEdge Technologies,Sustainable Technology,l,Help Desk Administrator,Representative,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/help-desk-administrator/19.545?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Kaltura,Digital Media,l,Technical Support Manager,Manager,בני ברק,https://www.comeet.com/jobs/kaltura/E2.00D/technical-support-manager/E0.841?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Earnix,Fintech,l,Enterprise Customer Success Manager,Representative,רמת גן,https://il.linkedin.com/jobs/view/enterprise-customer-success-manager-at-earnix-4055484103?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Utila,Fintech,s,Senior Technical Support Engineer,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-technical-support-engineer-at-utila-4055613544?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Linnovate,Productivity,s,Technical Support Specialist,Representative,בני ברק,https://il.linkedin.com/jobs/view/technical-support-specialist-at-linnovate-technologies-4053290488?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
LinearB,Productivity,m,Customer Success Manager,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-success-manager-at-linearb-4053293086?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Check Point Software Technologies,Cybersecurity,l,Technical Support Engineer,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/technical-support-engineer-at-check-point-software-4053283548?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Pentera,Cybersecurity,l,Technical Support Engineer,Representative,פתח תקווה,https://il.linkedin.com/jobs/view/technical-support-engineer-at-pentera-3981394660?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/support.csv
Upstream Security,Cybersecurity,m,Customer Success Manager (CSM),Representative,הרצליה,https://www.comeet.com/jobs/upstream/E4.003/customer-success-manager-csm/A6.B4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/support.csv
Okoora,Fintech,s,Head of Customer Success,Executive,בני ברק,https://www.comeet.com/jobs/okoora/85.00C/head-of-customer-success/C3.931?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/support.csv
Lusha,AdTech,l,Technical Support Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/lusha/73.00B/technical-support-specialist/8A.94F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/support.csv
CyberArk,Cybersecurity,l,IT On Site Support Team Leader,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/it-on-site-support-team-leader-at-cyberark-4033404793?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/support.csv
KLA,Robotics & Automation,l,Senior Customer Support Engineer,Representative,מגדל העמק,https://il.linkedin.com/jobs/view/senior-customer-support-engineer-at-kla-4032653991?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/support.csv
Cross River Technologies,Fintech,m,Senior Enterprise System Support Engineer,Representative,תל אביב - יפו,https://www.comeet.com/jobs/crossriver/C7.00F/senior-enterprise-system-support-engineer/44.34C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/support.csv
Candex Technologies,Fintech,m,Customer Success Manager,Representative,רמת גן,https://il.linkedin.com/jobs/view/customer-success-manager-at-candex-4049804182?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/support.csv
Wolt,E-commerce & Retail,xl,Support Associate - Jerusalem,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/support-associate-jerusalem-at-wolt-3965713370?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/support.csv
Tastewise,AI/ML,m,Customers Onboarding Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/tastewise/F8.000/customers-onboarding-specialist/5C.A4B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/support.csv
SolarEdge Technologies,Sustainable Technology,l,Oracle Tier 1 Support - Team Leader,Manager,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/oracle-tier-1-support---team-leader/75.A4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/support.csv
EX.CO,Productivity,m,Senior Technical Customer Success Manager,Representative,תל אביב - יפו,https://www.comeet.com/jobs/exco/F0.005/senior-technical-customer-success-manager/7F.A49?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/support.csv
Silverfort,Cybersecurity,l,Customer Solutions Team Lead - EMEA,Manager,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/customer-solutions-team-lead---emea/CF.94E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/support.csv
VAST Data,Cloud Computing,l,Customer Support Tools & Automation Developer,Representative,תל אביב - יפו,https://www.comeet.com/jobs/vastdata/43.001/customer-support-tools--automation-developer/1B.848?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
Cognyte,Cybersecurity,l,Technical Customer Success Manager,Representative,הרצליה,https://il.linkedin.com/jobs/view/technical-customer-success-manager-at-cognyte-4032446966?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
Kamada,Health,l,Help Desk Manager,Manager,רחובות,https://il.linkedin.com/jobs/view/help-desk-manager-at-kamada-4000186072?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
XM Cyber,Cybersecurity,l,Customer-Facing Exposure Analyst,Representative,תל אביב,https://il.linkedin.com/jobs/view/customer-facing-exposure-analyst-at-xm-cyber-4047832006?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
Paragon,Cybersecurity,l,Technical Customer Support Team Lead (Tier 1),Manager,אבן יהודה,https://il.linkedin.com/jobs/view/technical-customer-support-team-lead-tier-1-at-paragon-4032425411?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
Wix,E-commerce & Retail,l,IT Support Engineer,Representative,מתחם גלילות,https://il.linkedin.com/jobs/view/it-support-engineer-at-wix-4047858363?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/support.csv
CEVA,Productivity,l,"Pre-sale, post-sale and customer success Senior Team Leader",Manager,הרצליה,https://www.comeet.com/jobs/ceva/76.005/pre-sale-post-sale-and-customer-success-senior-team-leader/4E.941?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/support.csv
HP,Productivity,xl,Remote Support Specialists Team Lead,Manager,נתניה,https://il.linkedin.com/jobs/view/remote-support-specialists-team-lead-at-hp-4014131007?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/support.csv
YouCC Technologies,Cybersecurity,s,French Speaking Customer Success Representative,Representative,פתח תקווה,https://il.linkedin.com/jobs/view/french-speaking-customer-success-representative-at-youcc-technologies-ltd-4047157192?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/support.csv
Idomoo,Health,m,Technical Support Specialist,Representative,רעננה,https://il.linkedin.com/jobs/view/technical-support-specialist-at-idomoo-4050619920?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/support.csv
DEEL,Fintech,l,Customer Success Manager | Israel,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-success-manager-israel-at-deel-4044812121?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/support.csv
Tenable,Cybersecurity,xl,Help Desk IT Support Engineer,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/help-desk-it-support-engineer-at-tenable-4049415608?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/support.csv
ZOLL Medical,Health,xl,ERP Support and Maintenance,Representative,כפר סבא,https://il.linkedin.com/jobs/view/erp-support-and-maintenance-at-zoll-medical-corporation-3994611418?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/support.csv
CyberArk,Cybersecurity,l,Customer Support Engineer - Security,Representative,פתח תקווה,https://il.linkedin.com/jobs/view/customer-support-engineer-security-at-cyberark-4028981751?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/support.csv
HiBob,Productivity,l,Head of Revenue Operations- Customer Success,Executive,תל אביב - יפו,https://il.linkedin.com/jobs/view/head-of-revenue-operations-customer-success-at-hibob-4049400690?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/support.csv
WeTrip,E-commerce & Retail,s,Customer Service Representative,Representative,הרצליה,https://www.comeet.com/jobs/weski/F8.00C/customer-service-representative/9E.B34?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/support.csv
Nexite,E-commerce & Retail,m,Field Operations Support Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/field-operations-support-specialist-at-nexite-4045658529?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/support.csv
Wolt,E-commerce & Retail,xl,Customer Support Group Manager,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-support-group-manager-at-wolt-4048323298?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/support.csv
Wolt,E-commerce & Retail,xl,Support Shift Lead (pro) - Tel Aviv,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/support-shift-lead-pro-tel-aviv-at-wolt-4029401236?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/support.csv
accessiBe,Productivity,l,Customer Experience Operations Manager,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-experience-operations-manager-at-accessibe-4046397554?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/support.csv
Firefly,Cloud Computing,s,Customer Success Manager,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-success-manager-at-firefly-4047219349?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/support.csv
VAST Data,Cloud Computing,l,Customer Success Engineer,Representative,תל אביב - יפו,https://www.comeet.com/jobs/vastdata/43.001/customer-success-engineer/96.61C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
WalkMe,Productivity,l,Technical Support Engineer,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/technical-support-engineer-at-walkme%E2%84%A2-3957194373?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
Bulwarx,Cybersecurity,m,Support Engineer,Representative,רעננה,https://il.linkedin.com/jobs/view/support-engineer-at-bulwarx-4031847115?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
Pecan AI,AI/ML,m,Enterprise Customer Success Manager,Representative,רמת גן,https://il.linkedin.com/jobs/view/enterprise-customer-success-manager-at-pecan-ai-4043017659?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
Wolt,E-commerce & Retail,xl,נציגי שירות בצ׳אט - תל אביב,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A0%D7%A6%D7%99%D7%92%D7%99-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%B3%D7%90%D7%98-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-at-wolt-4027297719?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
Optimove,AdTech,l,ProdOps & Tech Support Engineer,Representative,רשפון,https://il.linkedin.com/jobs/view/prodops-tech-support-engineer-at-optimove-4045865475?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/support.csv
GK8,Fintech,m,Technical Customer Success,Representative,רמת גן,https://www.comeet.com/jobs/gk8bygalaxy/E8.000/technical-customer-success/2E.74C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Quality Bytes,Productivity,s,Support Engineer - Telephony and Cloud,Representative,אור יהודה,https://il.linkedin.com/jobs/view/support-engineer-telephony-and-cloud-at-quality-bytes-4042211232?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
accessiBe,Productivity,l,Senior Customer Support Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-customer-support-specialist-at-accessibe-4045000667?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
accessiBe,Productivity,l,Customer Support Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/customer-support-specialist-at-accessibe-4044767916?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Pontera,Fintech,l,HelpDesk Support Specialist,Representative,הרצליה,https://il.linkedin.com/jobs/view/helpdesk-support-specialist-at-pontera-3990749202?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Wolt,E-commerce & Retail,xl,Support Shift Lead - Jerusalem,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/support-shift-lead-jerusalem-at-wolt-3779468197?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
MyHeritage,Digital Media,l,IT Support Specialist,Representative,אור יהודה,https://il.linkedin.com/jobs/view/it-support-specialist-at-myheritage-3983551491?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Varonis Systems,Cybersecurity,l,Technical Support Engineer – L2,Representative,הרצליה,https://il.linkedin.com/jobs/view/technical-support-engineer-%E2%80%93-l2-at-varonis-4045209332?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Payoneer Global,Fintech,l,Customer Care Team Leader,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/customer-care-team-leader-at-payoneer-3966697681?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Wolt,E-commerce & Retail,xl,נציגי שירות בצ״אט- חיפה,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A0%D7%A6%D7%99%D7%92%D7%99-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%B4%D7%90%D7%98-%D7%97%D7%99%D7%A4%D7%94-at-wolt-4027034324?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Wolt,E-commerce & Retail,xl,נציגי שירות בצ״אט- ירושלים,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A0%D7%A6%D7%99%D7%92%D7%99-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%B4%D7%90%D7%98-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D-at-wolt-4027034323?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/support.csv
Camtek,Semiconductors,l,Support Engineer,Representative,מגדל העמק,https://il.linkedin.com/jobs/view/support-engineer-at-camtek-4041659776?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/support.csv
Candex Technologies,Fintech,m,Operations Support Associate,Representative,רמת גן,https://il.linkedin.com/jobs/view/operations-support-associate-at-candex-4031316785?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/support.csv
Wolt,E-commerce & Retail,xl,Support Associate Tel-Aviv,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/support-associate-tel-aviv-at-wolt-3989920958?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/support.csv
Bring It On,Digital Media,s,Lead Player Support Specialist,Manager,קריית אונו,https://il.linkedin.com/jobs/view/lead-player-support-specialist-at-bring-it-on-4041669871?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/support.csv
